Segment,Source,Target,RAG adheres?,SPA obviously adheres?,SPA adheres?,Agreement?,RAG suggestion,SPA suggestion,Agreement on suggestion,RAG Terms,SPA Terms
37,"Uncle Henry sat upon the doorstep and looked anxiously at the sky, which was even grayer than usual.","Onkel Henry saß auf der Türschwelle und blickte besorgt in den Himmel, der noch grauer war als sonst.",FALSE,TRUE,TRUE,FALSE,"Onkel Henry saß auf der Türschwelle und blickte besorgt in den Himmelsrand, der noch grauer war als sonst.","Onkel Henry saß auf der Türschwelle und blickte besorgt an den Himmelsrand, der noch grauer war als sonst.",FALSE,Uncle Henry → Onkel Henry | Aunt Em → Tante Em | King Crow → Krähenkönig | Scarecrow → Vogelscheuche | sky → Himmelsrand (note: English 'sky' sometimes translated as phrase 'Himmelsrand' in context) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | rainstorm → Wolkenbruch,"1. term: ""sky"" → preferred: ""Himmelsrand"" (part of speech: noun) (note: English 'sky' sometimes translated as phrase 'Himmelsrand' in context)"
38,"Dorothy stood in the door with Toto in her arms, and looked at the sky too.",Dorothy stand mit Toto im Arm in der Tür und schaute ebenfalls in den Himmel.,TRUE,TRUE,TRUE,TRUE,,Dorothy stand mit Toto im Arm in der Tür und schaute ebenfalls in den Himmelsrand.,FALSE,Dorothy → Dorothy | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz → Zauberer Oz | Glinda → Glinda | Aunt Em → Tante Em | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the East → Ost-Hexe,"1. term: ""sky"" → preferred: ""Himmelsrand"" (part of speech: noun) (note: English 'sky' sometimes translated as phrase 'Himmelsrand' in context)"
39,Aunt Em was washing the dishes.,Tante Em wusch gerade das Geschirr.,TRUE,TRUE,TRUE,TRUE,,Tante Em wusch gerade die Schalen.,FALSE,Aunt Em → Tante Em | Witch of the East → Ost-Hexe | Good Witch of the North → Gute Hexe des Nordens | Wicked Witch of the East → Böse Hexe des Ostens | Uncle Henry → Onkel Henry | Dorothy → Dorothy | Glinda → Glinda | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe'),"1. term: ""dish"" → preferred: ""Schale"" (part of speech: noun)"
40,"From the far north they heard a low wail of the wind, and Uncle Henry and Dorothy could see where the long grass bowed in waves before the coming storm.","Aus dem hohen Norden hörten sie ein leises Heulen des Windes, und Onkel Henry und Dorothy konnten sehen, wie sich das lange Gras in Wellen vor dem aufkommenden Sturm wölbte.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Good Witch of the North → Gute Hexe des Nordens | Witch of the North → Hexe des Nordens | Witch of the East → Ost-Hexe | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | north wind → Nordwind | Dorothy → Dorothy | Wicked Witch of the East → Böse Hexe des Ostens | Aunt Em → Tante Em,"1. term: ""wind"" → preferred: ""Wind"" (part of speech: noun)"
41,"There now came a sharp whistling in the air from the south, and as they turned their eyes that way they saw ripples in the grass coming from that direction also.","Jetzt ertönte ein scharfes Pfeifen in der Luft aus dem Süden, und als sie ihre Augen in diese Richtung richteten, sahen sie Wellen im Gras, die ebenfalls aus dieser Richtung kamen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,south wind → Südwind | north wind → Nordwind | whirlwind → Wirbelsturm | road to the south → Straße nach Süden | silver whistle → Silberpfeife | Witch of the South → Hexe des Südens | wind → Wind | green whiskers → grünen Bart,
42,Suddenly Uncle Henry stood up.,Plötzlich stand Onkel Henry auf.,TRUE,TRUE,TRUE,TRUE,,,TRUE,Uncle Henry → Onkel Henry | Aunt Em → Tante Em | king of the forest → König des Waldes | rise → erhob sich (note: verb in context of house rising) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | chairs of their hands → Sessel aus ihren Händen (phrase) (note: phrase used to describe how they carried Dorothy.) | Glinda → Glinda | chair → Stuhl,
43,"“There’s a cyclone coming, Em,” he called to his wife.","""Ein Wirbelsturm ist im Anmarsch, Em"", rief er seiner Frau zu.",FALSE,TRUE,TRUE,FALSE,"""Ein Zyklon kommt, Em"", rief er seiner Frau zu.","""Ein Zyklon ist im Anmarsch, Em"", rief er seiner Frau zu.",FALSE,cyclone → Zyklon | Aunt Em → Tante Em | cyclone cellar → Zyklonkeller (note: compound noun in German; single word) | whirlwind → Wirbelsturm | storm → Sturm | farmer's wife → Bauersfrau | rainstorm → Wolkenbruch | Dorothy → Dorothy,"1. term: ""cyclone"" → preferred: ""Zyklon"" (part of speech: noun)"
44,“I’ll go look after the stock.”,"""Ich kümmere mich um das Lager.""",FALSE,TRUE,TRUE,FALSE,„Ich kümmere mich um den Bestand.“,,TRUE,mender’s shop ⭢ Werkstatt | farm ⭢ Farmen | Uncle Henry ⭢ Onkel Henry | flock ⭢ Schwarm | cupboard ⭢ Schrank | Woodman ⭢ Holzfäller | Policemen of the forest ⭢ Polizisten des Waldes (note: figurative phrase — German uses plural 'Polizisten des Waldes') | wagon ⭢ Wagen (note: English 'truck' rendered as 'Wagen' in German),
45,Then he ran toward the sheds where the cows and horses were kept.,"Dann lief er zu den Ställen, in denen die Kühe und Pferde untergebracht waren.",TRUE,TRUE,TRUE,TRUE,,,TRUE,wild beast → wildes Tier | farmhouse → Bauernhof | farm → Farmen | fence → Zäune | muddy hole → modderiges Loch | meadow → Wiese (note: plural/collective 'meadows' -> 'Wiesen' in German text) | china cow → Porzellankuh | cornfield → Maisfeld,
46,Aunt Em dropped her work and came to the door.,Tante Em ließ ihre Arbeit liegen und kam zur Tür.,TRUE,TRUE,TRUE,TRUE,,,TRUE,Aunt Em → Tante Em | Good Witch of the North → Gute Hexe des Nordens | Dorothy → Dorothy | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the East → Ost-Hexe | Uncle Henry → Onkel Henry | Glinda → Glinda | Witch of the North → Hexe des Nordens,
47,One glance told her of the danger close at hand.,"Ein Blick verriet ihr, dass die Gefahr nicht weit entfernt war.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great and Terrible → Große und Schreckliche | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | blood-curdling incidents → grauenerregenden Ereignissen | whirlwind → Wirbelsturm | mark upon your forehead → Zeichen auf deiner Stirn (note: English 'mark' = German 'Zeichen') | terrible Beast → schreckliches Biest | guardian of the gate → Torwächter | Good Witch of the North → Gute Hexe des Nordens,
48,"“Quick, Dorothy!” she screamed.","""Schnell, Dorothy!"", schrie sie.",TRUE,TRUE,TRUE,TRUE,,"""Schnell, Dorothy!"", aufschrie sie.",FALSE,Dorothy → Dorothy | Glinda → Glinda | Wizard Oz → Zauberer Oz | Wicked Witch of the West → Böse Hexe des Westens | Aunt Em → Tante Em | Good Witch of the North → Gute Hexe des Nordens | Wicked Witch of the East → Böse Hexe des Ostens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text),"1. term: ""scream"" → preferred: ""aufschrie"" (part of speech: verb) (note: verb form in German; base 'aufschreien' used in text)"
49,“Run for the cellar!”,"""Lauft in den Keller!""",TRUE,TRUE,TRUE,TRUE,,,TRUE,cellar → Keller | cyclone cellar → Zyklonkeller (note: compound noun in German; single word) | scream → aufschrie (note: verb form in German; base 'aufschreien' used in text) | cupboard → Schrank | blood-curdling incidents → grauenerregenden Ereignissen | shriek → Kreischen (note: wind shriek translated as 'Kreischen') | trap door → Falltür | Scarecrow → Vogelscheuche,
50,"Toto jumped out of Dorothy’s arms and hid under the bed, and the girl started to get him.","Toto sprang aus Dorothys Armen und versteckte sich unter dem Bett, und das Mädchen begann ihn zu holen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Toto → Toto | Dorothy → Dorothy | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wicked Witch of the East → Böse Hexe des Ostens | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Wizard Oz → Zauberer Oz | Munchkin girl → Munchkinmädchen,"1. term: ""Dorothy"" → preferred: ""Dorothy"" (part of speech: noun)"
51,"Aunt Em, badly frightened, threw open the trap door in the floor and climbed down the ladder into the small, dark hole.","Tante Em warf vor lauter Angst die Falltür im Boden auf und kletterte die Leiter hinunter in das kleine, dunkle Loch.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Aunt Em → Tante Em | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the East → Ost-Hexe | Dorothy → Dorothy | Good Witch of the North → Gute Hexe des Nordens | Witch of the South → Hexe des Südens | Wicked Witch of the West → Böse Hexe des Westens | Uncle Henry → Onkel Henry,
52,Dorothy caught Toto at last and started to follow her aunt.,"Dorothy fing Toto endlich ein und begann, ihrer Tante zu folgen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Aunt Em → Tante Em | Good Witch of the North → Gute Hexe des Nordens | Witch of the East → Ost-Hexe | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wicked Witch of the East → Böse Hexe des Ostens | Glinda → Glinda | Witch of the North → Hexe des Nordens,
53,"When she was halfway across the room there came a great shriek from the wind, and the house shook so hard that she lost her footing and sat down suddenly upon the floor.","Als sie den Raum halb durchquert hatte, ertönte ein lautes Kreischen des Windes, und das Haus bebte so stark, dass sie den Halt verlor und sich plötzlich auf den Boden setzte.",TRUE,TRUE,TRUE,TRUE,,"Als sie den Raum halb durchquert hatte, ertönte ein lautes Kreischen des Windes, und das Haus schwankte so stark, dass sie den Halt verlor und sich plötzlich auf den Boden setzte.",FALSE,house shook → Haus schwankte (note: phrase indicating house movement) | Wicked Witch of the East → Böse Hexe des Ostens | shriek → Kreischen (note: wind shriek translated as 'Kreischen') | Witch of the North → Hexe des Nordens | Witch of the East → Ost-Hexe | blood-curdling incidents → grauenerregenden Ereignissen | Good Witch of the North → Gute Hexe des Nordens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe'),"1. term: ""wind"" → preferred: ""Wind"" (part of speech: noun) | 2. term: ""house shook"" → preferred: ""Haus schwankte"" (part of speech: verb) (note: phrase indicating house movement)"
54,Then a strange thing happened.,Dann geschah etwas Seltsames.,TRUE,TRUE,TRUE,TRUE,,,TRUE,blood-curdling incidents → grauenerregenden Ereignissen | Good Witch → Guten Hexe (note: appears in German with feminine article implied; in English 'Good Witch’s kiss' = 'Kußabzeichen der Guten Hexe') | old time fairy tale → altes Märchen (note: Rendered as 'das alte Märchen' in German) | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | Great and Terrible → Große und Schreckliche | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | whirlwind → Wirbelsturm,
55,The house whirled around two or three times and rose slowly through the air.,Das Haus wirbelte zwei- oder dreimal herum und erhob sich langsam in die Luft.,TRUE,TRUE,TRUE,TRUE,,,FALSE,house shook → Haus schwankte (note: phrase indicating house movement) | whirlwind → Wirbelsturm | three times → dreimal (note: phrase crucial for the cap's power: 'dreimal gehorchen'.) | house → Haus | houses of the Munchkins → Häuser der Munchkins | castle of Glinda → Glindas Schloß | Witch of the North → Hexe des Nordens | rise → erhob sich (note: verb in context of house rising),
56,Dorothy felt as if she were going up in a balloon.,"Dorothy fühlte sich, als ob sie in einem Ballon aufsteigen würde.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Glinda → Glinda | balloon → Ballon | Good Witch of the North → Gute Hexe des Nordens | balloonist → Ballonmann | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz,
57,"The north and south winds met where the house stood, and made it the exact center of the cyclone.","Die Nord- und Südwinde trafen dort aufeinander, wo das Haus stand, und machten es zum genauen Zentrum des Wirbelsturms.",TRUE,TRUE,TRUE,TRUE,,"Die Nord- und Südwinde trafen dort aufeinander, wo das Haus stand, und machten es zum genauen Zentrum des Zyklons.",FALSE,cyclone cellar → Zyklonkeller (note: compound noun in German; single word) | cyclone → Zyklon | south wind → Südwind | Witch of the North → Hexe des Nordens | north wind → Nordwind | whirlwind → Wirbelsturm | Witch of the South → Hexe des Südens | Good Witch of the North → Gute Hexe des Nordens,"1. term: ""cyclone"" → preferred: ""Zyklon"" (part of speech: noun)"
58,"In the middle of a cyclone the air is generally still, but the great pressure of the wind on every side of the house raised it up higher and higher, until it was at the very top of the cyclone; and there it remained and was carried miles and miles away as easily as you could carry a feather.","In der Mitte eines Wirbelsturms ist die Luft im Allgemeinen ruhig, aber der große Druck des Windes auf jeder Seite des Hauses hob sie höher und höher, bis sie an der Spitze des Wirbelsturms war; und dort blieb sie und wurde meilenweit weggetragen, so leicht wie man eine Feder tragen könnte.",FALSE,TRUE,TRUE,FALSE,"In der Mitte eines Zyklons ist die Luft im Allgemeinen still, aber der große Druck des Windes auf jeder Seite des Hauses hob es höher und höher, bis es an der Spitze des Zyklons war; und dort blieb es und wurde meilenweit hinweggetragen, so leicht, wie man eine Feder tragen könnte.","In der Mitte eines Zyklons ist die Luft im Allgemeinen still, aber der große Druck des Windes auf jeder Seite des Hauses hob es immer höher und höher, bis es ganz oben im Zyklon war; und dort blieb es und wurde meilenweit davongetragen, so leicht, wie man eine Feder tragen könnte.",FALSE,cyclone → Zyklon | cyclone cellar → Zyklonkeller (note: compound noun in German; single word) | whirlwind → Wirbelsturm | hot air → heiße Luft | south wind → Südwind | storm → Sturm | wind → Wind | north wind → Nordwind,"1. term: ""cyclone"" → preferred: ""Zyklon"" (part of speech: noun) | 2. term: ""wind"" → preferred: ""Wind"" (part of speech: noun) | 3. term: ""house"" → preferred: ""Haus"" (part of speech: noun)"
